relation1,relation2,comparison_type,pair1_word1,pair1_word2,pair2_word1,pair2_word2,mean_rating,num_ratings
5a,5a,within-subtype,apple,red,light,bright,5.0,10
8a,8a,within-subtype,heater,warmth,hit,injury,4.3,10
3a,3a,within-subtype,raise,elevate,sleep,doze,6.0,11
6a,6a,within-subtype,hungry,satiety,voice,mute,5.4,10
7c,7c,within-subtype,doctor,stethoscope,gun,shooter,3.8,10
4b,3a,between-type,fat,thin,old,mature,2.27272727273,11
6a,6a,within-subtype,careful,reckless,ecstasy,sad,5.6,10
5a,5a,within-subtype,intellectual,professor,pillow,soft,4.07692307692,13
5a,5a,within-subtype,murderer,evil,plain,flat,3.2,10
3a,7c,between-type,music,tunes,police,gun,3.3,10
7c,7d,between-subtype,barber,scissors,write,paper,3.2,10
1a,1a,within-subtype,dollar,currency,pen,ballpoint,3.33333333333,12
5a,5a,within-subtype,bone,brittle,steel,tough,6.0,10
3a,1a,between-type,pretty,beautiful,song,opera,3.5,10
9a,9a,within-subtype,bus,passengers,farm,tractor,3.9,10
5c,5a,between-subtype,emotional,menopause,steel,strength,2.8,10
6a,6a,within-subtype,color,invisible,enthusiasm,apathetic,4.1,10
8a,8a,within-subtype,run,sweat,stimulus,response,5.3,10
2a,2a,within-subtype,dance,step,toe,foot,3.4,10
7c,7c,within-subtype,doctor,stethoscope,writer,pen,6.7,10
2a,2a,within-subtype,building,wall,toe,foot,4.2,10
7c,7c,within-subtype,doctor,thermometer,hairdresser,comb,6.7,10
5a,5a,within-subtype,athlete,fit,intellectual,professor,5.4,10
9a,9a,within-subtype,farm,tractor,space,planets,5.25,12
9a,9a,within-subtype,library,books,store,shopper,4.45454545455,11
3a,3a,within-subtype,dress,frock,seat,chair,6.0,10
5a,5a,within-subtype,baby,bald,murderer,evil,3.9,10
8a,8a,within-subtype,education,expertise,heater,warmth,4.08333333333,12
7c,7c,within-subtype,gardener,trowel,musician,instrument,6.6,10
7c,7c,within-subtype,pitcher,baseball,shooter,gun,6.36363636364,11
10a,10a,within-subtype,crossbones,poison,cry,help,3.6,10
10a,10a,within-subtype,alarm,action,cry,help,4.81818181818,11
3a,3a,within-subtype,bathroom,restroom,dress,frock,5.6,10
5a,5a,within-subtype,light,bright,prince,charming,4.81818181818,11
2a,2a,within-subtype,bedroom,bed,computer,chip,5.7,10
1a,1a,within-subtype,art,abstract,pet,dog,5.58333333333,12
3a,6a,between-type,pretty,beautiful,sensitivity,boorish,2.6,10
1a,1a,within-subtype,pet,dog,weather,rain,5.58333333333,12
1a,1a,within-subtype,hair,brown,mammal,porpoise,4.0,13
6a,6a,within-subtype,liquid,solid,violence,love,4.36363636364,11
3a,3a,within-subtype,dress,frock,restroom,bathroom,5.88235294118,17
10a,10c,between-subtype,cross,christianity,emotion,song,3.6,10
3a,3a,within-subtype,careful,cautious,cute,adorable,6.27272727273,11
6a,6a,within-subtype,color,invisible,fire,cold,3.9,10
10a,10a,within-subtype,cry,help,green,go,4.90909090909,11
8a,8a,within-subtype,hit,injury,study,learning,4.7,10
9a,9a,within-subtype,classroom,students,milk,carton,4.09090909091,11
8a,8a,within-subtype,sweating,odor,tragedy,tears,5.81818181818,11
8a,8a,within-subtype,injury,pain,sugar,energy,4.76923076923,13
8a,8a,within-subtype,explosion,damage,sadness,tears,6.15384615385,13
4b,4b,within-subtype,bald,hairy,ugly,pretty,5.90909090909,11
2a,2a,within-subtype,city,block,toe,foot,3.54545454545,11
7c,7c,within-subtype,doctor,thermometer,lifeguard,preserver,5.9,10
3a,4b,between-type,bathroom,restroom,fat,thin,1.6,10
10a,3a,between-type,green,go,pants,trousers,3.9,10
3a,3a,within-subtype,candy,sweets,clean,tidy,5.4,10
8a,8a,within-subtype,education,expertise,fire,burns,3.7,10
6a,6c,between-subtype,heat,cold,prisoner,freedom,4.54545454545,11
3a,1a,between-type,clean,tidy,wheat,bread,3.8,10
7c,7c,within-subtype,fairy,wand,maid,broom,6.2,10
2a,2a,within-subtype,computer,chip,computer,mouse,5.1,10
9a,9a,within-subtype,aquarium,fish,classroom,students,6.09090909091,11
6a,9a,between-type,dream,consciousness,library,books,2.6,10
3a,3a,within-subtype,pretty,beautiful,seat,chair,5.58333333333,12
2a,1a,between-type,foot,toe,wheat,bread,3.33333333333,24
7c,7c,within-subtype,shopper,cart,teacher,chalk,5.8,10
5a,5a,within-subtype,blanket,soft,paper,flimsy,6.0,10
5a,5a,within-subtype,fire,hot,paper,flimsy,5.5,10
8a,8a,within-subtype,exercise,fatigue,repetition,boredom,5.4,10
9a,9a,within-subtype,carton,milk,closet,clothes,6.0,10
8a,6a,between-type,accident,damage,careful,reckless,1.9,10
8a,8a,within-subtype,loss,grief,question,answer,4.6,10
3a,3b,between-subtype,house,dwelling,sedan,coupe,4.0,10
10a,10c,between-subtype,flashing,caution,ocean,seascape,3.0,11
10a,10a,within-subtype,handshake,agreement,license,permission,6.1,10
4b,4b,within-subtype,chilly,warm,love,apathy,3.7,10
1a,1a,within-subtype,automobile,van,mammal,porpoise,6.0,11
1a,3a,between-type,mammal,porpoise,spectacles,glasses,4.4,10
3a,2a,between-type,beautiful,pretty,dog,tail,2.1,10
5c,5a,between-subtype,profligate,degeneracy,steel,strong,3.1,10
5a,5a,within-subtype,snow,cold,steel,strong,6.1,10
2a,4b,between-type,computer,chip,sleepy,energized,1.6,10
2b,2a,between-subtype,plot,garden,shoe,sole,4.25,12
7c,7c,within-subtype,barber,scissors,doctor,thermometer,6.18181818182,11
9a,9a,within-subtype,dresser,clothes,refrigerator,food,6.5,10
1a,1a,within-subtype,animal,carabao,dog,chihuahua,6.5,12
10a,10a,within-subtype,badge,authority,doctor,diagnosis,3.1,10
2a,4b,between-type,freezer,ice,love,apathy,2.0,11
2a,2a,within-subtype,bookcase,shelf,computer,chip,5.3,10
1a,6a,between-type,bird,swan,sensitivity,boorish,1.36363636364,11
6c,6a,between-subtype,homework,fun,tidy,messy,4.1,10
9a,9a,within-subtype,refrigerator,food,school,children,6.18181818182,11
4b,4b,within-subtype,bored,excited,bright,dark,6.0,10
7c,7d,between-subtype,fairy,wand,forgive,sin,1.2,10
9a,9a,within-subtype,garage,mechanic,hive,bees,4.8,10
3a,4b,between-type,tedious,monotonous,tough,weak,2.2,10
4c,4b,between-subtype,eat,starve,salty,sweet,4.2,10
7c,7c,within-subtype,housekeeper,broom,librarian,books,5.81818181818,11
2a,2a,within-subtype,shoe,sole,tastebuds,tongue,5.4,10
9a,9a,within-subtype,airplane,hangar,bus,passengers,3.23076923077,13
8a,8a,within-subtype,exercise,fatigue,learning,study,3.9,10
7c,7c,within-subtype,musician,instrument,surgeon,scalpel,6.6,10
9a,9a,within-subtype,airplane,hangar,forest,trees,4.8,10
4b,4b,within-subtype,salty,sweet,smart,stupid,4.9,10
2a,2b,between-subtype,bicycle,wheel,soldier,troop,3.4,10
2a,6a,between-type,computer,mouse,solid,liquid,1.5,10
9g,9a,between-subtype,childhood,crayon,zoo,animals,2.0,11
5a,5a,within-subtype,bone,brittle,heat,fire,3.3,10
8a,8a,within-subtype,heater,warmth,tiredness,sleep,5.1,10
3a,3a,within-subtype,bathroom,restroom,kid,child,6.54545454545,11
5c,5a,between-subtype,citizen,society,professor,intellectual,2.90909090909,11
7c,7c,within-subtype,chef,knife,teacher,chalk,6.45454545455,11
4b,4b,within-subtype,dark,light,pretty,ugly,5.88235294118,17
3a,3a,within-subtype,careful,cautious,option,choice,6.45454545455,11
5a,5a,within-subtype,blanket,soft,flimsy,paper,5.5,14
1a,1a,within-subtype,dog,chihuahua,insect,ant,6.27272727273,11
4b,4b,within-subtype,dull,bright,salty,sweet,5.9,10
5a,5a,within-subtype,baby,bald,fire,hot,5.0,10
6c,6a,between-subtype,drought,water,speed,slow,4.25,12
8a,8a,within-subtype,question,answer,study,learning,4.33333333333,12
6a,6a,within-subtype,forgiving,vengeful,speed,slow,2.6,10
10a,10a,within-subtype,flag,nation,handshake,agreement,4.6,10
4b,4b,within-subtype,bored,excited,salty,sweet,5.0,10
4b,4b,within-subtype,bald,hairy,smart,stupid,6.0,10
8a,8a,within-subtype,sadness,tears,sugar,energy,5.8,10
9a,9a,within-subtype,bathroom,toilet,school,student,6.15384615385,13
6a,6a,within-subtype,heat,cold,liar,honest,5.5,12
5a,5a,within-subtype,athlete,fit,light,bright,5.6,10
2a,1a,between-type,computer,chip,song,opera,3.2,10
2b,2a,between-subtype,army,soldier,jeans,zipper,4.72727272727,11
3a,3b,between-subtype,boat,ship,fast,quick,5.64705882353,17
2a,3a,between-type,bicycle,wheel,glass,cup,3.54545454545,11
3a,3a,within-subtype,candy,sweets,seat,chair,5.1,10
1a,1e,between-subtype,animal,carabao,prince,Charles,5.54545454545,11
2a,2a,within-subtype,bird,feathers,shoe,sole,5.4,10
5c,5a,between-subtype,saint,holiness,steel,tough,4.63636363636,11
5a,5a,within-subtype,dog,furry,murderer,evil,3.8,10
6a,6a,within-subtype,bounty,scarce,liar,honest,4.3,10
7c,7c,within-subtype,shopper,cart,trainer,treats,4.18181818182,11
1a,1a,within-subtype,song,opera,weather,rain,5.27272727273,11
10a,10a,within-subtype,green,go,thunder,lightning,4.18181818182,11
5a,5a,within-subtype,fizzy,pop,intellectual,professor,4.6,10
1a,2a,between-type,clothing,shirt,tastebuds,tongue,3.5,10
1a,1a,within-subtype,clothing,shirt,dog,chihuahua,6.3,10
3a,4b,between-type,boat,ship,dark,light,2.4,10
7c,7c,within-subtype,lifeguard,preserver,surgeon,scalpel,5.78571428571,14
3a,2a,between-type,careful,cautious,tastebuds,tongue,3.1,10
1e,1a,between-subtype,car,Camaro,dog,poodle,6.66666666667,12
3a,3a,within-subtype,glass,cup,raise,elevate,4.4,10
2a,10a,between-type,city,block,cry,help,2.8,10
7c,7c,within-subtype,hairdresser,comb,pitcher,baseball,6.3,10
3b,3a,between-subtype,sediment,silt,spin,twirl,5.6,10
6c,6a,between-subtype,silence,dance,speed,slow,2.0,10
6a,10a,between-type,diseased,health,help,cry,2.63636363636,11
7c,7c,within-subtype,doctor,stethoscope,runner,sneakers,5.8,10
10a,10a,within-subtype,cloud,moisture,cross,christianity,4.0,10
10a,10a,within-subtype,citation,violation,wrinkle,age,5.08333333333,12
7c,7c,within-subtype,housekeeper,broom,musician,instrument,6.2,10
7c,7c,within-subtype,lifeguard,preserver,writer,pen,6.0,10
6a,5a,between-type,integrity,dishonest,steel,strength,2.45454545455,11
3a,3a,within-subtype,pretty,beautiful,raise,elevate,6.18181818182,11
2a,2b,between-subtype,lips,mouth,sheep,herd,4.15384615385,13
5c,5a,between-subtype,ascetic,austerity,paper,flimsy,3.15384615385,13
5a,5a,within-subtype,car,fast,clay,malleable,4.63636363636,11
5a,5a,within-subtype,athlete,fit,steel,strength,5.0,10
9a,9a,within-subtype,airplane,hangar,bathroom,toilet,4.7,10
7c,7c,within-subtype,fairy,wand,hairdresser,comb,5.72727272727,11
3a,4b,between-type,clean,tidy,dark,light,2.2,10
10a,10a,within-subtype,distrust,camera,license,permission,1.7,10
3a,3a,within-subtype,clean,tidy,flammable,inflammable,2.7,10
5a,5c,between-subtype,candy,sweet,entrepreneur,wealth,4.33333333333,12
8a,8a,within-subtype,education,expertise,tragedy,tears,4.7,10
2a,4b,between-type,bouquet,flower,chilly,warm,2.16666666667,12
3a,1a,between-type,cute,adorable,dog,chihuahua,2.9,10
10a,10a,within-subtype,cloud,moisture,thunder,lightning,5.36363636364,11
10a,10a,within-subtype,cloud,moisture,doctor,diagnosis,3.7,10
6a,1a,between-type,classic,trendy,school,university,2.18181818182,11
2a,2a,within-subtype,bird,wings,foot,toe,5.81818181818,11
3a,3a,within-subtype,seat,chair,tedious,monotonous,4.8,10
10a,10a,within-subtype,handshake,agreement,pregnancy,baby,5.07692307692,13
2a,2a,within-subtype,dog,tail,shoe,sole,6.3,10
6a,6a,within-subtype,best,inferior,forgiving,vengeful,6.1,10
1a,1a,within-subtype,bird,swan,dog,poodle,6.54545454545,11
4c,4b,between-subtype,hope,fear,warm,cool,5.4,10
8a,8a,within-subtype,accident,damage,repetition,boredom,5.6,10
8b,8a,between-subtype,heat,sweat,showering,cleanliness,5.36363636364,11
3a,4b,between-type,glass,cup,thin,fat,2.3,10
2a,2b,between-subtype,building,wall,pod,whale,4.3,10
5a,5a,within-subtype,flimsy,paper,light,bright,3.9,10
8a,8a,within-subtype,germs,sickness,sweat,run,3.30769230769,13
1a,1a,within-subtype,automobile,van,weather,rain,5.72727272727,11
8a,8a,within-subtype,learning,study,tiredness,sleep,4.1,10
10a,10a,within-subtype,crown,royalty,help,cry,2.7,10
8a,8a,within-subtype,cold,sneeze,hit,injury,6.0,10
3a,3a,within-subtype,pants,trousers,sleep,doze,6.47058823529,17
3a,3a,within-subtype,house,dwelling,old,mature,4.5,10
9a,9a,within-subtype,farm,tractor,garden,flower,4.81818181818,11
2a,1a,between-type,bookcase,shelf,car,mustang,2.58333333333,12
2a,5a,between-type,bird,wings,flimsy,paper,2.81818181818,11
2a,2a,within-subtype,computer,mouse,foot,toe,5.1,10
2a,2a,within-subtype,bicycle,wheel,bird,wings,6.4,10
10c,10a,between-subtype,account,history,citation,violation,3.8,10
5a,7c,between-type,heat,fire,housekeeper,broom,3.41666666667,12
4b,4b,within-subtype,dirty,clean,tough,weak,6.8,10
1a,6a,between-type,bush,astilbe,diseased,health,2.4,10
3a,3a,within-subtype,pretty,beautiful,restroom,bathroom,5.7,10
10a,10a,within-subtype,doctor,diagnosis,valentine,love,3.3,10
3a,3a,within-subtype,clean,tidy,raise,elevate,6.18181818182,11
3a,10a,between-type,clean,tidy,cloud,moisture,4.2,10
2a,2a,within-subtype,book,spine,dog,tail,6.3,10
2a,2a,within-subtype,freezer,ice,zebra,stripes,4.6,10
10a,10c,between-subtype,doctor,diagnosis,shadow,object,3.1,10
2a,2a,within-subtype,building,wall,play,act,5.5,10
9g,9a,between-subtype,death,coffin,zoo,animals,3.4,10
6a,6a,within-subtype,honest,liar,object,intangible,4.41666666667,12
4b,4c,between-subtype,dull,bright,go,stay,5.47058823529,17
10a,10a,within-subtype,license,permission,thunder,storm,3.1,10
5a,5a,within-subtype,flimsy,paper,professor,intellectual,3.8,10
6a,6a,within-subtype,forgiving,vengeful,voice,mute,5.3,10
4b,4b,within-subtype,bad,good,ugly,pretty,6.27272727273,11
6a,6a,within-subtype,heat,cold,tidy,messy,5.4,10
4b,4b,within-subtype,beautiful,hideous,excited,bored,3.7,10
4b,4b,within-subtype,bright,dark,thin,fat,5.54545454545,11
7c,7c,within-subtype,librarian,books,runner,sneakers,5.0,10
1a,1a,within-subtype,bush,astilbe,furniture,couch,4.90909090909,11
2a,2a,within-subtype,fish,fin,foot,toe,6.0,12
4b,4b,within-subtype,difficult,easy,warm,cool,5.4,10
2a,2a,within-subtype,lips,mouth,tastebuds,tongue,5.33333333333,12
2b,2a,between-subtype,garden,plot,movie,scene,5.36363636364,11
1a,10a,between-type,rodent,mouse,smoke,fire,2.8,10
2a,2a,within-subtype,city,block,dance,step,5.41666666667,12
5a,5a,within-subtype,dog,furry,intellectual,professor,2.81818181818,11
2a,4b,between-type,boat,motor,bored,excited,1.25,12
3a,3b,between-subtype,beautiful,pretty,sedan,coupe,3.4,10
1a,1a,within-subtype,dollar,currency,insect,ant,4.90909090909,11
3a,3a,within-subtype,cellphone,mobile,old,mature,3.9,10
10a,10a,within-subtype,help,cry,smoke,fire,4.15384615385,13
4b,4c,between-subtype,difficult,easy,embrace,abandon,5.7,10
1a,1a,within-subtype,bird,swan,pen,ballpoint,6.1,10
7c,7c,within-subtype,doctor,thermometer,pitcher,baseball,5.1,10
7c,7c,within-subtype,hairdresser,comb,musician,instrument,6.6,10
4b,4b,within-subtype,big,small,tall,short,5.8,10
5a,5a,within-subtype,dog,furry,plain,flat,4.71428571429,14
6a,6c,between-subtype,liar,honest,slums,prosperity,4.6,10
10a,7c,between-type,cross,christianity,runner,sneakers,3.6,10
7c,7c,within-subtype,gun,shooter,lifeguard,preserver,4.9,10
7c,7c,within-subtype,housekeeper,broom,lawyer,books,5.2,10
8a,8a,within-subtype,accident,damage,learning,study,4.5,10
1a,1a,within-subtype,automobile,van,politician,senator,6.3,10
7c,7c,within-subtype,gun,shooter,surgeon,scalpel,4.5,10
7c,7c,within-subtype,drummer,sticks,hairdresser,comb,6.46153846154,13
5a,5a,within-subtype,intellectual,professor,paper,flimsy,4.27272727273,11
4c,4b,between-subtype,praise,criticize,ugly,pretty,5.63636363636,11
2a,2a,within-subtype,bedroom,bed,boat,motor,5.1,10
4b,4b,within-subtype,black,white,hungry,satiated,5.36363636364,11
3a,3a,within-subtype,beautiful,pretty,house,abode,5.83333333333,12
3a,3a,within-subtype,kid,child,make,manufacture,5.82352941176,17
5a,10a,between-type,professor,intellectual,thunder,lightning,2.45454545455,11
5a,5a,within-subtype,bone,brittle,steel,strength,4.66666666667,12
9a,9a,within-subtype,carton,milk,refrigerator,food,5.45454545455,11
1a,1a,within-subtype,furniture,couch,school,university,6.3,10
6a,6a,within-subtype,bounty,scarce,speed,slow,4.23076923077,13
9a,9a,within-subtype,bus,passengers,garage,mechanic,5.36363636364,11
2a,2a,within-subtype,bottle,water,tastebuds,tongue,2.75,12
7c,7c,within-subtype,pitcher,baseball,teacher,chalk,5.6,10
1a,4b,between-type,couch,furniture,hungry,satiated,1.81818181818,11
9g,9a,between-subtype,infancy,swaddle,refrigerator,food,3.2,10
9g,9a,between-subtype,adulthood,job,farm,tractor,2.9,10
5a,5a,within-subtype,baby,bald,fire,heat,3.75,12
3a,3a,within-subtype,spectacles,glasses,spin,twirl,6.7,10
5a,5a,within-subtype,clay,malleable,fizzy,pop,5.0,10
10a,9a,between-type,citation,violation,kitchen,food,2.7,10
4b,9a,between-type,black,white,school,student,1.4,10
5a,5a,within-subtype,flimsy,paper,intellectual,professor,4.1,10
1a,1a,within-subtype,clothing,shirt,pet,dog,5.5,10
2a,2a,within-subtype,bouquet,flower,eye,lashes,4.36363636364,11
3a,3a,within-subtype,cellphone,mobile,music,tunes,4.9,10
2a,2b,between-subtype,bicycle,wheel,books,library,5.2,10
1a,1a,within-subtype,car,mustang,mammal,porpoise,5.0,10
1a,1a,within-subtype,clothing,shirt,song,opera,3.9,10
1a,1a,within-subtype,bird,swan,hair,brown,3.63636363636,11
3a,3a,within-subtype,careful,cautious,kid,child,6.1,10
4b,4b,within-subtype,beautiful,hideous,black,white,5.81818181818,11
10a,10a,within-subtype,cross,christianity,wrinkle,age,4.63636363636,11
1a,4b,between-type,animal,pig,fat,thin,1.6,10
8a,8a,within-subtype,cold,sneeze,disagreement,anger,5.2,10
5a,5a,within-subtype,car,fast,plain,flat,4.45454545455,11
8a,8a,within-subtype,loss,grief,showering,cleanliness,5.25,12
4b,1a,between-type,dirty,clean,oak,tree,1.5,10
1a,1a,within-subtype,art,abstract,mammal,porpoise,5.45454545455,11
4b,4b,within-subtype,black,white,pretty,ugly,5.9,10
3a,3a,within-subtype,sofa,chair,spin,twirl,4.81818181818,11
5a,6a,between-type,blanket,soft,liar,honest,1.90909090909,11
4b,4c,between-subtype,chilly,warm,eat,starve,5.45454545455,11
8a,8a,within-subtype,eating,fullness,yelling,anger,4.6,10
10a,10a,within-subtype,rain,storm,smoke,fire,6.27272727273,11
7c,7c,within-subtype,chemist,beaker,lifeguard,preserver,5.3,10
5a,5a,within-subtype,baby,bald,intellectual,professor,2.4,10
4b,8a,between-type,difficult,easy,loss,grief,2.07692307692,13
1a,2a,between-type,automobile,van,zebra,stripes,2.4,10
1a,1a,within-subtype,animal,pig,furniture,couch,6.25,12
7c,7c,within-subtype,housekeeper,broom,police,gun,6.2,10
9a,6a,between-type,airplane,hangar,liar,honest,1.2,10
2a,2a,within-subtype,eye,lashes,freezer,ice,4.33333333333,12
7c,7c,within-subtype,doctor,stethoscope,shooter,gun,6.2,10
5a,4b,between-type,fizzy,pop,tough,weak,2.5,10
6a,6a,within-subtype,beauty,unpleasant,integrity,dishonest,4.91666666667,12
1a,1a,within-subtype,animal,carabao,furniture,couch,6.08333333333,12
10a,10c,between-subtype,bell,dinner,face,profile,2.7,10
7c,7c,within-subtype,chemist,beaker,police,gun,6.1,10
4b,4b,within-subtype,bald,hairy,fast,slow,5.0,11
1a,1a,within-subtype,bread,wheat,couch,furniture,3.0,12
2a,2a,within-subtype,boat,motor,eye,lashes,4.8,10
2b,2a,between-subtype,arsenal,weapons,jeans,zipper,4.8,10
4c,4b,between-subtype,joy,despair,salty,sweet,4.5,10
7c,7c,within-subtype,shooter,gun,teacher,chalk,6.3,10
6a,6a,within-subtype,best,inferior,diseased,health,4.2,10
7c,5a,between-type,chemist,beaker,paper,flimsy,1.6,10
7c,7c,within-subtype,hairdresser,comb,police,gun,6.27272727273,11
3a,3a,within-subtype,pretty,beautiful,run,sprint,5.2,10
1a,1a,within-subtype,bread,wheat,oak,tree,3.5,12
4b,4b,within-subtype,dirty,clean,hairy,bald,5.1,10
4b,4b,within-subtype,sleepy,energized,tall,short,5.8,10
7c,7c,within-subtype,barber,scissors,musician,instrument,6.53846153846,13
1a,1e,between-subtype,color,red,country,Ireland,6.58823529412,17
10a,10a,within-subtype,doctor,diagnosis,license,permission,4.8,10
9a,9a,within-subtype,garden,flower,kitchen,food,6.0,10
8a,8a,within-subtype,heater,warmth,loss,grief,5.7,10
3a,3a,within-subtype,candy,sweets,cellphone,mobile,4.6,10
4b,4b,within-subtype,black,white,hot,cold,4.7,10
8a,7c,between-type,explosion,damage,policeman,handcuffs,2.8,10
1a,2a,between-type,mammal,porpoise,play,act,3.7,10
